StudentID,Name,Age,Gender,Program,Year,AttendancePercent,CGPA,EnrolledDate,Status,ScholarshipStatus,HostelResident,PlacementStatus,TotalFeeINR,FeePaidINR,PendingFeeINR,FeeStatus,City,State
S0490,Luke Lall,20,Female,BBA,2,89.3,5.27,04-07-2023,Active,Yes,Yes,,300000,64088.96,85911.04,Partial,Mumbai,Maharashtra
S0491,Eta Wali,21,Male,B.Sc (Physics),4,74.2,8.92,03-02-2023,Dropped,No,No,,220000,95557.97,124442.03,Partial,Pune,Maharashtra
S0492,Suhani Mukhopadhyay,18,Male,BBA,1,66.75,7.35,04-10-2024,Active,Yes,No,,300000,143025.88,81974.12,Partial,Mumbai,Maharashtra
S0493,Neel Sodhi,24,Male,B.Com,2,70.15,7.23,06-04-2024,Graduated,No,Yes,,250000,249866.52,133.48,Partial,Chennai,Tamil Nadu
S0494,Saksham Sama,18,Female,MCA,1,91.22,6.62,18-09-2021,Dropped,Yes,No,,350000,157246.58,105253.42,Partial,Lucknow,Uttar Pradesh
S0495,Niharika Chokshi,25,Male,B.Tech (CSE),2,80.53,5.93,31-10-2021,Dropped,Yes,No,,600000,246904.87,53095.13,Partial,Ahmedabad,Gujarat
S0496,Hemal Nadig,18,Female,B.Com,3,84.08,6.78,19-04-2022,Dropped,Yes,Yes,,250000,58015.69,129484.31,Partial,Chennai,Tamil Nadu
S0497,Liam Nagi,24,Female,B.Tech (ECE),4,60.78,6.51,25-09-2021,On Leave,No,Yes,,550000,522002.65,27997.35,Partial,Lucknow,Uttar Pradesh
S0498,Upadhriti Tailor,21,Female,BBA,1,72.44,7.08,04-11-2022,Dropped,No,No,,300000,270202.57,29797.43,Partial,Patna,Bihar
S0499,Eta Khanna,21,Male,B.Sc (Maths),1,72.59,6.28,20-05-2025,Active,No,Yes,,200000,118861.71,81138.29,Partial,Kolkata,West Bengal
S0500,Advik Pau,20,Male,B.Tech (ECE),4,95.32,7.75,06-06-2025,Active,No,Yes,Not Placed,550000,478558.47,71441.53,Partial,Cochin,Kerala
S0501,Om Merchant,23,Male,B.Sc (Maths),3,67.41,5.85,08-12-2021,Active,No,No,,200000,102492.12,97507.88,Partial,Kolkata,West Bengal
S0502,Aarav Sampath,19,Female,B.Sc (Physics),1,67.44,9.44,23-12-2022,Graduated,Yes,Yes,,220000,81159.11,28840.89,Partial,Bengaluru,Karnataka
S0503,Advik Mistry,22,Female,B.Tech (CSE),4,69.29,8.43,20-11-2024,Graduated,No,No,Not Placed,600000,490836.88,109163.12,Partial,Delhi,Delhi
S0504,Urmi Goda,19,Female,MBA,2,69.71,8.3,13-04-2024,Dropped,Yes,No,,450000,335075.25,2424.75,Partial,Jaipur,Rajasthan
S0505,Aashi Bhandari,21,Male,B.Tech (CSE),1,82.9,6.77,15-11-2021,Graduated,Yes,Yes,,600000,243830.33,56169.67,Partial,Hyderabad,Telangana
S0506,Zehaan Bali,21,Male,B.Tech (CSE),4,62.56,7.96,28-02-2024,Dropped,Yes,No,,600000,222514.84,227485.16,Partial,Chandigarh,Punjab
S0507,Sara Gaba,18,Female,B.Tech (ECE),4,87.39,5.89,17-02-2022,Active,Yes,No,,550000,164169.11,110830.89,Partial,Lucknow,Uttar Pradesh
S0508,Mekhala Batta,25,Female,B.Sc (Physics),3,71.07,8.49,19-06-2023,On Leave,Yes,Yes,,220000,155374.66,9625.34,Partial,Pune,Maharashtra
S0509,Quincy Bail,22,Female,B.Sc (Physics),1,64.53,7.69,04-11-2021,On Leave,No,Yes,,220000,189791.14,30208.86,Partial,Bengaluru,Karnataka
S0510,Aadi Bhagat,25,Female,MCA,1,71.55,5.11,22-10-2024,Dropped,Yes,No,Placed,350000,171889.97,90610.03,Partial,Mumbai,Maharashtra
S0511,Chanchal Rajan,23,Male,B.Tech (ECE),1,83.58,8.15,11-04-2022,Active,No,Yes,,550000,484244.11,65755.89,Partial,Bhopal,Madhya Pradesh
S0512,Daksh Hans,20,Female,B.Com,1,73.39,5.36,26-12-2022,On Leave,Yes,Yes,,250000,163599.23,23900.77,Partial,Chennai,Tamil Nadu
S0513,Hemang Subramanian,20,Male,B.Sc (Maths),1,95.56,5.55,29-01-2024,Dropped,Yes,Yes,,200000,126693.63,23306.37,Partial,Lucknow,Uttar Pradesh
S0514,Krishna Vyas,23,Male,B.Tech (ECE),3,68.74,5.26,24-03-2024,Graduated,Yes,No,,550000,100336.8,174663.2,Partial,Hyderabad,Telangana
S0515,Widisha Sehgal,18,Male,MBA,1,70.53,7.33,24-02-2022,On Leave,Yes,Yes,,450000,95904.68,129095.32,Partial,Jaipur,Rajasthan
S0516,Daksh Mukherjee,18,Male,B.Tech (CSE),4,88.39,7.74,13-05-2022,Dropped,Yes,No,Not Placed,600000,210641.97,89358.03,Partial,Bhopal,Madhya Pradesh
S0517,Zilmil Bahri,23,Male,MCA,1,90.15,9.14,01-01-2024,Graduated,Yes,No,,350000,186727.91,75772.09,Partial,Chennai,Tamil Nadu
S0518,Owen Mutti,24,Female,MBA,2,63.09,6.25,09-09-2022,Active,Yes,No,Not Placed,450000,77039.89,147960.11,Partial,Jaipur,Rajasthan
S0519,Bina Mand,18,Male,B.Tech (CSE),3,99.03,6.38,21-08-2021,On Leave,Yes,Yes,,600000,213205.43,86794.57,Partial,Kolkata,West Bengal
S0520,Advik Choudhry,23,Male,B.Sc (Physics),4,80.5,8.38,19-01-2023,Active,Yes,No,Placed,220000,118069.3,46930.7,Partial,Chennai,Tamil Nadu
S0521,Yashoda Khalsa,22,Male,B.Com,1,67.61,5.45,04-10-2023,Dropped,No,Yes,,250000,177157.05,72842.95,Partial,Cochin,Kerala
S0522,Yug Bahri,24,Male,MCA,2,75.52,7.9,17-12-2023,Active,No,No,Placed,350000,175394.99,174605.01,Partial,Jaipur,Rajasthan
S0523,Raghav Bandi,22,Female,B.Tech (ECE),4,74.15,6.61,02-12-2023,On Leave,No,No,,550000,259895.71,290104.29,Partial,Bhopal,Madhya Pradesh
S0524,Girindra Ratta,22,Male,B.Com,3,61.52,7.98,28-09-2022,Graduated,Yes,No,,250000,132857.11,54642.89,Partial,Hyderabad,Telangana
S0525,Advaith Dixit,22,Female,B.Tech (CSE),3,89.53,5.69,06-01-2023,On Leave,Yes,No,,600000,228569.33,221430.67,Partial,Chandigarh,Punjab
S0526,Kamya Solanki,20,Male,B.Tech (ECE),4,87.55,8.44,16-03-2025,Dropped,Yes,Yes,,550000,244404.67,30595.33,Partial,Patna,Bihar
S0527,Thomas Acharya,23,Female,B.Tech (ECE),2,79.9,5.72,31-01-2022,Active,No,No,,550000,326008.28,223991.72,Partial,Delhi,Delhi
S0528,Veer Sarkar,25,Female,BBA,1,87.67,6.03,15-08-2022,Graduated,No,Yes,,300000,143547.99,156452.01,Partial,Bhopal,Madhya Pradesh
S0529,Qushi Peri,20,Male,MBA,2,73.39,6.27,14-06-2023,Dropped,No,Yes,Placed,450000,383003.38,66996.62,Partial,Bengaluru,Karnataka
S0530,Panini Ranganathan,23,Female,MBA,2,72.55,6.55,04-09-2023,On Leave,Yes,No,,450000,183487.68,154012.32,Partial,Bhopal,Madhya Pradesh
S0531,Anirudh Aggarwal,24,Female,MBA,2,66.77,8.22,03-09-2022,Dropped,Yes,Yes,Not Placed,450000,198259.85,26740.15,Partial,Chennai,Tamil Nadu
S0532,Vedant Deshmukh,21,Female,MCA,1,76.83,6.03,15-04-2023,On Leave,Yes,Yes,,350000,175407.93,87092.07,Partial,Kolkata,West Bengal
S0533,Ayaan Chacko,18,Male,MCA,2,75.07,9.05,14-05-2022,On Leave,Yes,No,Not Placed,350000,88222.29,86777.71,Partial,Bengaluru,Karnataka
S0534,Chaman Banik,18,Male,BBA,1,87.94,7.43,21-08-2022,On Leave,Yes,Yes,,300000,45128.69,104871.31,Partial,Chennai,Tamil Nadu
S0535,Laban Johal,24,Female,B.Sc (Maths),3,87.84,8.64,08-11-2023,Graduated,Yes,Yes,,200000,59644.11,40355.89,Partial,Bhopal,Madhya Pradesh
S0536,Amaira Hora,20,Male,BBA,1,89.53,9.45,20-08-2022,Active,No,No,,300000,98980.41,201019.59,Partial,Pune,Maharashtra
S0537,Abhimanyu Narayanan,22,Male,B.Sc (Maths),4,64.76,9.5,30-07-2023,Graduated,Yes,Yes,Placed,200000,41882.17,58117.83,Partial,Bengaluru,Karnataka
S0538,Unnati Sinha,22,Female,BBA,2,72.18,6.45,04-02-2022,Active,No,Yes,,300000,94998.87,205001.13,Partial,Lucknow,Uttar Pradesh
S0539,Indali Bora,18,Female,MCA,1,61.99,8.36,27-09-2023,Active,Yes,Yes,Placed,350000,251177.14,11322.86,Partial,Bengaluru,Karnataka
S0540,Sai Kumer,23,Male,B.Tech (ECE),3,71.26,6.5,02-02-2023,Graduated,Yes,No,,550000,343462.72,69037.28,Partial,Chandigarh,Punjab
S0541,Ijaya Panchal,23,Male,MBA,1,69.1,8.49,15-10-2022,On Leave,Yes,No,Not Placed,450000,254707.83,82792.17,Partial,Kolkata,West Bengal
S0542,Reva Nagarajan,18,Male,BBA,1,69.53,6.27,31-07-2025,Graduated,Yes,Yes,,300000,168959.47,56040.53,Partial,Bhopal,Madhya Pradesh
S0543,Jatin Bajwa,19,Female,MBA,1,63.64,8.09,12-04-2022,On Leave,Yes,Yes,,450000,147224.14,77775.86,Partial,Hyderabad,Telangana
S0544,Madhavi Mittal,24,Male,B.Tech (CSE),4,60.16,8.44,20-10-2023,Graduated,Yes,Yes,Placed,600000,252221.85,47778.15,Partial,Bhopal,Madhya Pradesh
S0545,Utkarsh Khurana,25,Male,B.Com,3,78.67,9.16,21-08-2023,Graduated,Yes,Yes,,250000,164151.97,23348.03,Partial,Bhopal,Madhya Pradesh
S0546,Urishilla Bhat,22,Male,B.Sc (Physics),1,92.57,6.18,26-11-2024,On Leave,Yes,No,,220000,57200.32,107799.68,Partial,Ahmedabad,Gujarat
S0547,Mohini Raman,25,Female,B.Sc (Maths),4,75.19,6.92,27-11-2024,On Leave,Yes,Yes,Not Placed,200000,80630.89,69369.11,Partial,Bengaluru,Karnataka
S0548,Qushi Khosla,25,Female,B.Com,2,80.75,6.81,28-02-2023,Dropped,Yes,No,,250000,123754.31,63745.69,Partial,Ahmedabad,Gujarat
S0549,Devika Dewan,21,Female,MBA,2,79.06,6.23,10-10-2021,Active,Yes,Yes,Not Placed,450000,218490.98,6509.02,Partial,Cochin,Kerala
S0550,Pranav Subramaniam,24,Female,B.Sc (Maths),1,69,9.48,29-03-2024,Graduated,No,Yes,,200000,128587.33,71412.67,Partial,Pune,Maharashtra
S0551,Vansha Rajan,23,Female,B.Tech (ECE),2,78.3,5.21,28-04-2024,Active,No,Yes,,550000,463689.71,86310.29,Partial,Patna,Bihar
S0552,Falan Sem,20,Female,B.Com,4,66.6,5.2,31-12-2024,Active,Yes,Yes,,250000,72728.64,52271.36,Partial,Cochin,Kerala
S0553,Abdul Issac,20,Male,B.Sc (Maths),2,61.04,7.58,21-12-2024,Active,No,Yes,,200000,178995.38,21004.62,Partial,Delhi,Delhi
S0554,Pranav Dhar,23,Female,B.Tech (ECE),4,66.6,9.2,04-11-2024,Graduated,Yes,No,Placed,550000,203939.31,71060.69,Partial,Cochin,Kerala
S0555,Yadavi Mangal,19,Male,MCA,2,96.58,6.76,02-10-2021,Dropped,Yes,No,,350000,88046.19,174453.81,Partial,Delhi,Delhi
S0556,Pranav Khatri,19,Female,B.Tech (CSE),2,90.51,7.5,06-10-2023,Dropped,Yes,Yes,,600000,143350.37,306649.63,Partial,Bhopal,Madhya Pradesh
S0557,Banjeet Thakur,20,Female,B.Com,2,77.41,7.24,10-01-2024,Graduated,Yes,No,,250000,66575.18,58424.82,Partial,Patna,Bihar
S0558,Charita Prabhu,22,Female,B.Sc (Physics),3,68.89,7.9,13-03-2022,On Leave,Yes,No,,220000,78653.23,86346.77,Partial,Kolkata,West Bengal
S0559,Caleb Tank,21,Female,B.Sc (Maths),2,78.69,5.19,21-09-2022,Active,Yes,Yes,,200000,110972.97,39027.03,Partial,Chennai,Tamil Nadu
S0560,Teerth Rout,24,Female,B.Sc (Physics),4,91.77,8.01,29-08-2021,Active,No,No,Placed,220000,151874.13,68125.87,Partial,Delhi,Delhi
S0561,Robert Kumer,24,Male,B.Com,3,94.15,8.42,14-01-2023,Dropped,No,Yes,,250000,209647.35,40352.65,Partial,Mumbai,Maharashtra
S0562,Ikbal Choudhry,25,Female,B.Com,1,60.61,5.54,10-09-2021,Dropped,Yes,No,,250000,50587.89,74412.11,Partial,Chennai,Tamil Nadu
S0563,Jason Master,24,Female,B.Sc (Maths),3,60.09,6.14,21-12-2023,Graduated,No,No,,200000,148535.83,51464.17,Partial,Jaipur,Rajasthan
S0564,Dayita Sane,21,Male,BBA,1,86.38,5.64,26-04-2022,On Leave,Yes,Yes,,300000,114565.15,35434.85,Partial,Kolkata,West Bengal
S0565,Tripti Amble,23,Male,BBA,2,88.76,5.26,29-12-2023,Graduated,No,No,,300000,249914.98,50085.02,Partial,Delhi,Delhi
S0566,Vritti Pandit,24,Male,MCA,2,80,8.45,16-12-2023,Active,Yes,No,,350000,116651.65,145848.35,Partial,Cochin,Kerala
S0567,Gayathri Nagi,21,Male,B.Com,2,71.34,5.28,03-09-2023,Active,No,Yes,,250000,79123.56,170876.44,Partial,Pune,Maharashtra
S0568,Rachit Tiwari,19,Male,B.Tech (ECE),3,70.66,6.44,28-05-2025,On Leave,No,Yes,,550000,529747.13,20252.87,Partial,Hyderabad,Telangana
S0569,Vincent Thaker,18,Male,BBA,2,89.87,5.21,23-03-2022,Dropped,Yes,No,,300000,156728.72,68271.28,Partial,Jaipur,Rajasthan
S0570,Jhalak D’Alia,19,Female,BBA,1,97.95,9.29,15-03-2022,Dropped,Yes,No,,300000,101516.73,48483.27,Partial,Delhi,Delhi
S0571,Zashil Dyal,20,Male,MBA,1,79.86,9.42,09-05-2025,Graduated,Yes,No,Not Placed,450000,119066.3,218433.7,Partial,Delhi,Delhi
S0572,Nidra Bajaj,20,Female,BBA,1,68.73,8.72,29-12-2022,Dropped,Yes,Yes,,300000,101288.05,123711.95,Partial,Hyderabad,Telangana
S0573,Waida Bhandari,24,Male,B.Sc (Maths),4,71.47,6.56,02-05-2023,Graduated,No,Yes,,200000,179271.47,20728.53,Partial,Delhi,Delhi
S0574,Abhiram Singh,21,Female,B.Sc (Physics),3,84.28,8.31,17-10-2023,On Leave,Yes,Yes,,220000,110247.73,54752.27,Partial,Patna,Bihar
S0575,Balvan Murty,21,Female,B.Sc (Maths),3,97.57,8.89,16-05-2023,On Leave,Yes,Yes,,200000,60048.37,89951.63,Partial,Pune,Maharashtra
S0576,George Ramaswamy,23,Female,MBA,1,61.15,7.66,02-05-2025,Active,No,Yes,,450000,157036.28,292963.72,Partial,Kolkata,West Bengal
S0577,Mekhala Cherian,23,Male,B.Tech (ECE),2,67.33,6.09,18-01-2022,Dropped,No,Yes,,550000,411798.17,138201.83,Partial,Chennai,Tamil Nadu
S0578,Saanvi Sawhney,25,Male,B.Tech (ECE),3,81.4,8.32,06-02-2025,Active,No,Yes,,550000,426883.3,123116.7,Partial,Kolkata,West Bengal
S0579,Libni Badal,25,Female,B.Sc (Maths),4,76.52,5.75,16-07-2025,On Leave,Yes,Yes,,200000,43598.82,56401.18,Partial,Mumbai,Maharashtra
S0580,Wyatt Sarna,22,Female,MBA,2,80.48,9.45,11-08-2022,Dropped,Yes,Yes,,450000,70272.94,154727.06,Partial,Kolkata,West Bengal
S0581,Keya Desai,20,Male,MBA,1,93.9,6.95,11-12-2024,Dropped,Yes,Yes,,450000,214834.67,10165.33,Partial,Kolkata,West Bengal
S0582,Tanvi Nagi,25,Male,BBA,2,64.87,8,07-04-2023,Graduated,Yes,Yes,,300000,82190.14,67809.86,Partial,Cochin,Kerala
S0583,Ansh Samra,22,Female,MCA,2,94.68,6.82,30-01-2023,Dropped,No,Yes,Placed,350000,252044.38,97955.62,Partial,Delhi,Delhi
S0584,Bishakha Dutt,18,Female,B.Sc (Physics),3,72.79,8.76,07-10-2021,Graduated,No,No,,220000,78545.93,141454.07,Partial,Mumbai,Maharashtra
S0585,Yagnesh Chauhan,21,Female,B.Sc (Physics),3,92.23,8.9,23-07-2022,Active,Yes,Yes,,220000,76295.11,88704.89,Partial,Kolkata,West Bengal
S0586,Vritti Prasad,22,Female,B.Tech (ECE),4,85.13,8.49,30-05-2024,Dropped,No,No,,550000,253890.01,296109.99,Partial,Bhopal,Madhya Pradesh
S0587,Ronith Warrior,20,Female,BBA,2,95.28,5.85,13-01-2022,On Leave,Yes,Yes,,300000,120736.72,29263.28,Partial,Kolkata,West Bengal
S0588,Chakradev D’Alia,19,Male,MCA,2,66.2,7.64,02-05-2024,Active,Yes,No,,350000,91436.78,171063.22,Partial,Hyderabad,Telangana
S0589,Kavya Devi,19,Female,MBA,1,88.96,5.68,29-10-2023,Active,No,Yes,Not Placed,450000,390754.97,59245.03,Partial,Cochin,Kerala
S0590,Qabil Agarwal,22,Male,B.Sc (Physics),2,67.41,7.54,03-11-2021,Active,Yes,No,,220000,108797.5,56202.5,Partial,Delhi,Delhi
S0591,Umang Lanka,23,Female,MCA,1,90.67,5.34,14-12-2021,Active,Yes,Yes,Placed,350000,213390.32,49109.68,Partial,Jaipur,Rajasthan
S0592,Aadhya Desai,19,Male,BBA,1,71.48,8.15,26-02-2025,Graduated,Yes,No,,300000,80060.79,144939.21,Partial,Patna,Bihar
S0593,Hredhaan Bhatia,24,Male,B.Tech (ECE),2,87.66,6.35,27-01-2022,Active,Yes,Yes,,550000,347331.24,65168.76,Partial,Mumbai,Maharashtra
S0594,Manthan Khanna,20,Male,B.Com,4,90.71,5.56,17-05-2024,Graduated,Yes,Yes,Placed,250000,117390.48,7609.52,Partial,Chandigarh,Punjab
S0595,Hitesh Keer,18,Female,B.Com,3,66.94,6.71,23-05-2023,Active,Yes,Yes,,250000,181088.76,6411.24,Partial,Pune,Maharashtra
S0596,Hredhaan Balay,21,Female,B.Tech (ECE),4,60.12,5.62,02-02-2022,Graduated,No,No,,550000,476827.37,73172.63,Partial,Chandigarh,Punjab
S0597,Mekhala Grover,21,Male,B.Sc (Maths),4,70.73,7.97,11-12-2022,Dropped,No,Yes,Not Placed,200000,66085.82,133914.18,Partial,Hyderabad,Telangana
S0598,Sathvik Upadhyay,22,Female,B.Com,4,78.56,6.93,09-10-2022,On Leave,Yes,Yes,,250000,84866.21,102633.79,Partial,Kolkata,West Bengal
S0599,Peter Mane,20,Female,BBA,2,69.95,7.52,25-12-2021,Active,No,No,,300000,214943.6,85056.4,Partial,Mumbai,Maharashtra
S0600,Nakul Setty,19,Male,B.Tech (ECE),4,72.02,7.88,07-12-2022,On Leave,No,No,Not Placed,550000,239568.81,310431.19,Partial,Cochin,Kerala
S0601,Gayathri Bora,25,Female,B.Tech (CSE),3,80.16,5.89,14-05-2022,On Leave,Yes,No,,600000,446135.66,3864.34,Partial,Patna,Bihar
S0602,Warda Apte,22,Male,B.Tech (CSE),1,66.37,7.27,03-07-2022,Active,No,Yes,,600000,307288.92,292711.08,Partial,Ahmedabad,Gujarat
S0603,Bhavani Devi,20,Male,B.Sc (Physics),4,79.06,6.11,14-02-2023,Dropped,No,Yes,Not Placed,220000,133269.97,86730.03,Partial,Pune,Maharashtra
S0604,Dev Golla,18,Female,B.Sc (Maths),2,66.39,5.93,31-07-2022,Graduated,No,No,,200000,169287.32,30712.68,Partial,Bhopal,Madhya Pradesh
S0605,Warhi Merchant,19,Male,B.Com,1,83.9,9.34,25-05-2025,Dropped,Yes,Yes,,250000,47756.58,77243.42,Partial,Chandigarh,Punjab
S0606,Aarna Keer,25,Female,MCA,2,60.97,7.75,12-10-2023,Dropped,No,No,Not Placed,350000,244031.92,105968.08,Partial,Chennai,Tamil Nadu
S0607,Balendra Radhakrishnan,18,Male,B.Com,1,79.74,5.29,15-11-2023,Graduated,Yes,No,,250000,66656.46,58343.54,Partial,Bengaluru,Karnataka
S0608,Rajata Bal,23,Male,B.Com,3,87.92,6.88,03-04-2022,On Leave,Yes,No,,250000,76379.15,48620.85,Partial,Chandigarh,Punjab
S0609,Caleb Kala,23,Male,B.Tech (CSE),2,72.43,8.66,14-04-2025,On Leave,Yes,Yes,,600000,202861.32,97138.68,Partial,Kolkata,West Bengal
S0610,Yug Sundaram,18,Male,B.Com,3,90.31,7.88,25-04-2025,Graduated,No,No,,250000,113204.85,136795.15,Partial,Chandigarh,Punjab
S0611,Leena Subramaniam,18,Male,B.Sc (Physics),1,82.32,9.01,27-01-2022,On Leave,Yes,Yes,,220000,127453.52,37546.48,Partial,Bengaluru,Karnataka
S0612,Dakshesh Gade,23,Female,MCA,2,76.22,6.7,27-01-2024,Graduated,No,No,,350000,340737.44,9262.56,Partial,Cochin,Kerala
S0613,Gaurang Balakrishnan,20,Female,B.Sc (Physics),3,95.03,8.69,20-05-2023,Active,No,No,,220000,216390.5,3609.5,Partial,Lucknow,Uttar Pradesh
S0614,Lajita Nanda,24,Female,B.Com,4,72.69,7.15,02-01-2025,Active,Yes,No,,250000,72357.97,52642.03,Partial,Pune,Maharashtra
S0615,Pranav Ram,18,Female,MBA,2,92.68,5.17,30-10-2022,On Leave,No,No,,450000,313326.17,136673.83,Partial,Bengaluru,Karnataka
S0616,Mohini Dugar,24,Female,B.Sc (Physics),3,91.18,7.34,04-12-2021,Active,No,Yes,,220000,162531.85,57468.15,Partial,Kolkata,West Bengal
S0617,Sanaya Bhavsar,24,Female,B.Com,4,67.91,7.08,09-01-2023,Dropped,No,No,,250000,195371.56,54628.44,Partial,Mumbai,Maharashtra
S0618,Dalaja Aggarwal,23,Female,B.Tech (ECE),2,72.67,5.61,17-01-2025,Active,No,Yes,,550000,514977.94,35022.06,Partial,Ahmedabad,Gujarat
S0619,Damini Goel,18,Female,B.Sc (Physics),3,94.91,6.42,28-08-2021,On Leave,No,Yes,,220000,81807.61,138192.39,Partial,Ahmedabad,Gujarat
S0620,Rushil Sibal,25,Male,B.Tech (CSE),2,67.58,8.67,04-11-2022,On Leave,Yes,Yes,,600000,391096.35,58903.65,Partial,Chennai,Tamil Nadu
S0621,Yashasvi Som,22,Female,BBA,1,64.16,6.13,09-07-2022,On Leave,No,No,,300000,162210.83,137789.17,Partial,Patna,Bihar
S0622,Amol Yohannan,24,Female,B.Tech (ECE),4,87.87,5.66,27-08-2022,Dropped,Yes,No,Not Placed,550000,175314.21,237185.79,Partial,Patna,Bihar
S0623,Brijesh Datta,25,Male,B.Tech (CSE),2,63.94,8.27,06-11-2024,Dropped,No,Yes,,600000,194872.2,405127.8,Partial,Bengaluru,Karnataka
S0624,Upkaar Parsa,23,Male,B.Tech (ECE),2,68.41,7.06,08-09-2021,Active,No,Yes,,550000,350308.68,199691.32,Partial,Bengaluru,Karnataka
S0625,Sneha Sachar,22,Female,B.Tech (CSE),1,64.71,7.57,06-10-2023,Dropped,Yes,Yes,,600000,188885.63,261114.37,Partial,Pune,Maharashtra
S0626,Maya Kuruvilla,20,Female,B.Com,1,66.74,7.43,28-02-2024,Graduated,Yes,Yes,,250000,170963.57,16536.43,Partial,Bengaluru,Karnataka
S0627,Ranbir Rajagopalan,25,Female,BBA,2,67.54,7.23,15-12-2023,On Leave,No,No,,300000,104612.22,195387.78,Partial,Chandigarh,Punjab
S0628,Falan Parsa,22,Male,B.Tech (CSE),4,97.24,8.56,03-06-2023,Active,Yes,No,Placed,600000,169712.5,130287.5,Partial,Kolkata,West Bengal
S0629,Vrinda Reddy,19,Female,MBA,2,85.17,7.74,21-09-2022,Active,Yes,No,,450000,87842.45,137157.55,Partial,Patna,Bihar
S0630,Vedhika Handa,22,Female,B.Tech (CSE),4,73.2,6.99,04-12-2021,Active,No,Yes,Placed,600000,324785.82,275214.18,Partial,Patna,Bihar
S0631,Ekbal Solanki,24,Male,B.Tech (ECE),1,64.68,6.75,23-10-2024,Active,Yes,Yes,,550000,340817.85,71682.15,Partial,Lucknow,Uttar Pradesh
S0632,Lila Prasad,23,Male,B.Sc (Physics),4,92.19,5.81,25-09-2022,On Leave,Yes,No,,220000,72075.39,37924.61,Partial,Bhopal,Madhya Pradesh
S0633,Priya Dave,21,Male,B.Tech (ECE),4,75.14,7.86,21-05-2023,Active,Yes,Yes,Not Placed,550000,238179.65,36820.35,Partial,Chandigarh,Punjab
S0634,Anya Chandra,20,Female,B.Com,2,92.53,6.56,19-01-2025,On Leave,No,No,,250000,210549.37,39450.63,Partial,Ahmedabad,Gujarat
S0635,Fitan Nayar,25,Male,B.Tech (CSE),2,62.07,5.46,17-10-2024,Active,Yes,Yes,,600000,107344.79,192655.21,Partial,Kolkata,West Bengal
S0636,Balveer Sridhar,23,Male,BBA,1,64.24,7.27,23-02-2024,Dropped,No,No,,300000,137491.32,162508.68,Partial,Delhi,Delhi
S0637,Vansha Kadakia,23,Female,B.Com,3,90.71,5.18,13-12-2024,Dropped,Yes,Yes,,250000,82515.89,104984.11,Partial,Delhi,Delhi
S0638,Gaurangi Sarin,21,Female,B.Com,3,99.69,7.4,02-03-2024,On Leave,No,No,,250000,116572.75,133427.25,Partial,Lucknow,Uttar Pradesh
S0639,Edhitha Pillai,23,Male,MCA,1,79.82,8.78,25-01-2025,Dropped,Yes,Yes,Placed,350000,176415.18,86084.82,Partial,Jaipur,Rajasthan
S0640,Yug Mand,20,Male,B.Tech (ECE),3,77.97,6.02,02-03-2022,Dropped,Yes,Yes,,550000,268447.65,6552.35,Partial,Cochin,Kerala
S0641,Bimala Krishnan,25,Male,B.Com,1,70.44,7.49,16-07-2024,Graduated,No,Yes,,250000,219844.49,30155.51,Partial,Pune,Maharashtra
S0642,Xavier Desai,22,Male,MBA,2,73.35,5.7,04-03-2025,Dropped,Yes,Yes,Placed,450000,125632,99368,Partial,Bengaluru,Karnataka
S0643,Udant Ranganathan,19,Male,B.Sc (Physics),4,80.42,9.27,21-05-2025,Active,Yes,Yes,Not Placed,220000,67153.86,97846.14,Partial,Hyderabad,Telangana
S0644,Prisha Munshi,20,Male,B.Sc (Physics),2,85.15,5.19,22-10-2022,Dropped,No,No,,220000,180751.63,39248.37,Partial,Ahmedabad,Gujarat
S0645,Xavier Oza,24,Male,B.Sc (Maths),1,77.58,5.14,04-12-2022,Active,Yes,No,,200000,83130.13,16869.87,Partial,Mumbai,Maharashtra
S0646,Brinda Walla,21,Male,B.Tech (ECE),2,84.62,7.46,17-01-2024,On Leave,Yes,Yes,,550000,151754.65,260745.35,Partial,Chennai,Tamil Nadu
S0647,Abeer Madan,25,Male,B.Tech (ECE),4,85.33,5.91,28-06-2022,Dropped,No,No,Not Placed,550000,296917.24,253082.76,Partial,Kolkata,West Bengal
S0648,Ekta Bal,20,Female,B.Com,4,62.13,5.94,18-01-2025,Active,Yes,Yes,Placed,250000,121209.46,3790.54,Partial,Cochin,Kerala
S0649,Ekiya Oommen,25,Female,B.Tech (ECE),1,91.54,8.24,26-11-2022,Dropped,Yes,Yes,,550000,202501.17,72498.83,Partial,Bengaluru,Karnataka
S0650,Xalak Ahluwalia,25,Male,B.Tech (CSE),2,97.21,6.65,26-02-2023,Dropped,Yes,Yes,,600000,222964.76,227035.24,Partial,Chandigarh,Punjab
S0651,Indira Kara,20,Female,B.Com,1,62.31,6.52,08-11-2024,Dropped,Yes,No,,250000,135490.93,52009.07,Partial,Cochin,Kerala
S0652,Harita Banik,20,Male,B.Tech (ECE),1,91.2,6.4,04-02-2023,Graduated,No,Yes,,550000,532311.26,17688.74,Partial,Chandigarh,Punjab
S0653,Mugdha Nayar,20,Female,B.Sc (Maths),2,94.97,6.17,02-01-2024,On Leave,No,No,,200000,86515.54,113484.46,Partial,Lucknow,Uttar Pradesh
